city,country,hash_user_id,ip,page,session_id,state,timestamp,user_id,useragent
,unknown,5acc7308d6bc153651384e8001734718,127.0.0.1,/10300/,38bba8acd5f71f1ae4b4aa7cc485789e,,20170112043030,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,5acc7308d6bc153651384e8001734718,127.0.0.1,/10300/profile/login.php,38bba8acd5f71f1ae4b4aa7cc485789e,,20170112043035,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,5acc7308d6bc153651384e8001734718,127.0.0.1,/10300/profile/login.php,38bba8acd5f71f1ae4b4aa7cc485789e,,20170112043429,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112053720,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112055828,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112055857,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112055905,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112060002,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112060009,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,f340c7d8f01795608211ccce7111485e,127.0.0.1,/10300/,615f6cdfcccb62f1de2470b2ba2708da,,20170112074636,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112074641,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091047,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091108,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091114,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091155,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091235,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112091604,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112094719,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112094826,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112111805,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
,unknown,7b24ebb11e44d782f99652190856bbde,127.0.0.1,/10300/profile/login.php,615f6cdfcccb62f1de2470b2ba2708da,,20170112122225,,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0"
